mission_id,scenario,seed,spawn_index,target_speed_ms,duration_s,attack,attack_start_s,attack_channels,attack_mode,naive_bias_lat_m,naive_bias_lon_m,naive_noise_std_m,naive_bias_lat_start_m,naive_bias_lon_start_m,naive_bias_lat_step_m,naive_bias_lon_step_m,naive_bias_psi_start_deg,naive_bias_psi_step_deg,naive_bias_v_start_mps,naive_bias_v_step_mps,attack_acc_delay_s,attack_v_replay_lag_s,attack_gyro_dos,attack_v_dos
M0150,S1,20260870782580,87,8.1,106.1,enable,18.6,lat lon,naive,7.0,5.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0151,S1,20260870782581,106,6.69,267.5,enable,18.6,lat lon,naive,5.5,5.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0152,S1,20260870782582,14,8.56,98.6,enable,20.9,lat lon,naive,8.0,5.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0153,S1,20260870782583,141,7.9,298.0,enable,23.2,lat lon,naive,7.5,5.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0154,S1,20260870782584,47,6.5,146.1,enable,26.5,lat lon,naive,6.0,8.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0155,S1,20260870782585,107,8.01,145.9,enable,36.4,lat lon,naive,6.0,7.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0156,S1,20260870782586,83,7.69,251.7,enable,21.7,lat lon,naive,6.5,8.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0157,S1,20260870782587,105,8.83,131.4,enable,9.5,lat lon,naive,5.5,9.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0158,S1,20260870782588,45,8.28,187.0,enable,39.4,lat lon,naive,7.5,7.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0159,S1,20260870782589,80,6.15,253.6,enable,71.9,lat lon,naive,8.5,7.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0160,S1,20260870782590,94,8.96,61.1,enable,5.2,lat lon,naive,7.0,8.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0161,S1,20260870782591,122,7.18,278.1,enable,67.1,lat lon,naive,5.0,7.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0162,S1,20260870782592,82,8.89,102.1,enable,23.2,lat lon,naive,8.5,6.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0163,S1,20260870782593,153,9.76,142.5,enable,38.8,lat lon,naive,7.5,7.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0164,S1,20260870782594,65,9.9,107.3,enable,23.7,lat lon,naive,7.5,5.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0165,S1,20260870782595,123,8.71,266.4,enable,63.9,lat lon,naive,6.0,7.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0166,S1,20260870782596,53,8.36,143.9,enable,42.2,lat lon,naive,7.0,7.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0167,S1,20260870782597,108,8.65,232.7,enable,38.6,lat lon,naive,5.5,6.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0168,S1,20260870782598,16,6.84,264.9,enable,76.7,lat lon,naive,9.0,6.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0169,S1,20260870782599,66,9.29,219.9,enable,61.8,lat lon,naive,7.0,5.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0170,S1,20260870782600,100,7.17,270.0,enable,59.4,lat lon,naive,6.5,8.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0171,S1,20260870782601,151,8.67,197.7,enable,25.5,lat lon,naive,5.5,8.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0172,S1,20260870782602,39,6.57,143.6,enable,28.8,lat lon,naive,7.0,5.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0173,S1,20260870782603,128,9.66,241.8,enable,40.8,lat lon,naive,6.0,7.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0174,S1,20260870782604,22,8.49,227.8,enable,23.4,lat lon,naive,5.5,7.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0175,S1,20260870782605,39,7.36,189.8,enable,14.1,lat lon,naive,6.0,8.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0176,S1,20260870782606,42,8.95,125.4,enable,19.7,lat lon,naive,7.0,5.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0177,S1,20260870782607,111,7.44,217.5,enable,24.6,lat lon,naive,6.0,6.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0178,S1,20260870782608,137,9.69,73.1,enable,7.9,lat lon,naive,5.0,6.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0179,S1,20260870782609,106,7.11,64.3,enable,10.3,lat lon,naive,8.0,7.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0180,S1,20260870782610,52,8.29,185.1,enable,30.1,lat lon,naive,8.5,5.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0181,S1,20260870782611,139,8.91,180.2,enable,13.3,lat lon,naive,7.0,7.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0182,S1,20260870782612,89,6.72,113.4,enable,32.7,lat lon,naive,7.5,6.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0183,S1,20260870782613,119,8.69,136.6,enable,15.6,lat lon,naive,6.0,6.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0184,S1,20260870782614,117,6.98,252.4,enable,36.5,lat lon,naive,7.5,6.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0185,S1,20260870782615,77,7.97,143.0,enable,24.0,lat lon,naive,7.0,8.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0186,S1,20260870782616,18,8.93,161.1,enable,9.9,lat lon,naive,9.0,9.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0187,S1,20260870782617,68,6.66,166.7,enable,36.5,lat lon,naive,5.5,7.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0188,S1,20260870782618,108,9.33,183.7,enable,51.5,lat lon,naive,6.0,6.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0189,S1,20260870782619,96,8.0,197.9,enable,50.0,lat lon,naive,7.5,7.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0190,S1,20260870782620,128,7.88,179.2,enable,15.5,lat lon,naive,7.0,7.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0191,S1,20260870782621,64,8.7,99.3,enable,7.1,lat lon,naive,8.5,7.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0192,S1,20260870782622,68,6.29,156.8,enable,29.2,lat lon,naive,5.0,8.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0193,S1,20260870782623,149,7.06,75.8,enable,16.0,lat lon,naive,8.0,6.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0194,S1,20260870782624,117,9.61,162.9,enable,27.4,lat lon,naive,6.5,7.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0195,S1,20260870782625,117,9.42,190.7,enable,40.4,lat lon,naive,9.0,8.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0196,S1,20260870782626,6,7.52,212.1,enable,57.9,lat lon,naive,5.5,8.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0197,S1,20260870782627,53,7.77,293.7,enable,43.5,lat lon,naive,8.5,5.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0198,S1,20260870782628,61,6.66,204.7,enable,28.8,lat lon,naive,5.0,6.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0199,S1,20260870782629,38,6.97,194.3,enable,42.9,lat lon,naive,8.0,8.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0200,S1,20260870782630,139,9.83,193.0,enable,48.0,lat lon,naive,7.0,7.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0201,S1,20260870782631,25,9.12,249.2,enable,49.4,lat lon,naive,7.5,6.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0202,S1,20260870782632,34,7.18,82.3,enable,19.3,lat lon,naive,6.5,6.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0203,S1,20260870782633,49,6.65,178.0,enable,17.4,lat lon,naive,6.5,5.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0204,S1,20260870782634,42,7.74,176.4,enable,43.4,lat lon,naive,6.0,8.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0205,S1,20260870782635,146,9.95,140.0,enable,8.6,lat lon,naive,5.0,8.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0206,S1,20260870782636,102,7.78,99.8,enable,26.3,lat lon,naive,7.5,5.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0207,S1,20260870782637,36,6.59,103.2,enable,26.1,lat lon,naive,6.0,5.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0208,S1,20260870782638,100,9.79,133.0,enable,23.5,lat lon,naive,5.0,7.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0209,S1,20260870782639,103,6.78,78.5,enable,22.5,lat lon,naive,9.0,7.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0210,S1,20260870782640,91,7.82,223.1,enable,50.4,lat lon,naive,7.5,7.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0211,S1,20260870782641,51,8.34,112.4,enable,8.6,lat lon,naive,6.0,9.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0212,S1,20260870782642,90,7.79,95.6,enable,4.9,lat lon,naive,7.0,6.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0213,S1,20260870782643,121,7.45,120.5,enable,17.6,lat lon,naive,5.5,7.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0214,S1,20260870782644,62,8.83,286.0,enable,27.9,lat lon,naive,6.0,6.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0215,S1,20260870782645,28,9.51,211.8,enable,62.7,lat lon,naive,8.0,9.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0216,S1,20260870782646,67,9.28,93.2,enable,20.1,lat lon,naive,6.5,9.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0217,S1,20260870782647,119,8.83,68.8,enable,16.4,lat lon,naive,5.5,6.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0218,S1,20260870782648,25,8.55,215.5,enable,48.2,lat lon,naive,6.0,8.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0219,S1,20260870782649,117,9.09,269.8,enable,19.3,lat lon,naive,8.5,5.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0220,S1,20260870782650,152,6.12,278.1,enable,70.1,lat lon,naive,7.5,8.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0221,S1,20260870782651,102,9.61,207.3,enable,40.4,lat lon,naive,5.0,8.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0222,S1,20260870782652,111,8.17,100.0,enable,5.5,lat lon,naive,7.0,6.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0223,S1,20260870782653,101,6.85,184.8,enable,29.6,lat lon,naive,8.5,6.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0224,S1,20260870782654,41,7.04,112.9,enable,12.3,lat lon,naive,8.5,8.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0225,S1,20260870782655,106,9.78,65.3,enable,13.6,lat lon,naive,8.5,7.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0226,S1,20260870782656,67,8.78,198.3,enable,56.9,lat lon,naive,7.5,5.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0227,S1,20260870782657,5,9.93,272.2,enable,25.2,lat lon,naive,5.5,6.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0228,S1,20260870782658,48,8.2,188.4,enable,34.6,lat lon,naive,7.0,7.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0229,S1,20260870782659,97,8.26,293.3,enable,70.3,lat lon,naive,8.0,6.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0230,S1,20260870782660,104,9.93,223.9,enable,59.9,lat lon,naive,8.0,8.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0231,S1,20260870782661,134,6.29,63.3,enable,7.3,lat lon,naive,8.0,8.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0232,S1,20260870782662,6,6.47,128.3,enable,37.8,lat lon,naive,6.5,8.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0233,S1,20260870782663,125,6.15,141.5,enable,17.4,lat lon,naive,7.0,7.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0234,S1,20260870782664,54,7.15,206.2,enable,53.5,lat lon,naive,8.5,6.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0235,S1,20260870782665,138,9.51,74.3,enable,15.1,lat lon,naive,6.0,6.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0236,S1,20260870782666,24,8.84,252.4,enable,31.3,lat lon,naive,8.0,7.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0237,S1,20260870782667,122,8.46,284.7,enable,79.0,lat lon,naive,6.0,6.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0238,S1,20260870782668,73,7.81,233.0,enable,58.3,lat lon,naive,6.0,5.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0239,S1,20260870782669,133,9.18,218.7,enable,31.4,lat lon,naive,7.0,8.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0240,S1,20260870782670,9,7.69,111.4,enable,16.2,lat lon,naive,5.5,8.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0241,S1,20260870782671,65,6.55,63.7,enable,13.5,lat lon,naive,5.5,6.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0242,S1,20260870782672,55,8.39,234.6,enable,53.5,lat lon,naive,9.0,7.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0243,S1,20260870782673,80,8.04,97.3,enable,20.7,lat lon,naive,8.0,9.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0244,S1,20260870782674,66,6.32,126.7,enable,29.4,lat lon,naive,7.5,9.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0245,S1,20260870782675,89,6.79,283.1,enable,54.0,lat lon,naive,8.5,6.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0246,S1,20260870782676,85,7.67,116.0,enable,10.4,lat lon,naive,7.5,7.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0247,S1,20260870782677,55,8.09,286.1,enable,70.8,lat lon,naive,7.0,8.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0248,S1,20260870782678,92,6.17,81.7,enable,15.9,lat lon,naive,5.5,5.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0249,S1,20260870782679,35,8.2,278.4,enable,43.7,lat lon,naive,5.0,7.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0250,S1,20260870782680,2,9.65,250.9,enable,33.7,lat lon,naive,8.0,5.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0251,S1,20260870782681,32,8.64,225.0,enable,17.1,lat lon,naive,5.5,5.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0252,S1,20260870782682,17,6.04,233.6,enable,24.4,lat lon,naive,7.0,6.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0253,S1,20260870782683,84,8.92,273.6,enable,58.3,lat lon,naive,6.5,6.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0254,S1,20260870782684,3,7.38,167.5,enable,24.6,lat lon,naive,9.0,5.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0255,S1,20260870782685,116,8.58,64.9,enable,19.3,lat lon,naive,5.5,6.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0256,S1,20260870782686,75,9.89,168.5,enable,15.0,lat lon,naive,6.0,6.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0257,S1,20260870782687,18,7.84,211.5,enable,37.2,lat lon,naive,7.5,7.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0258,S1,20260870782688,22,7.5,236.6,enable,66.7,lat lon,naive,5.5,8.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0259,S1,20260870782689,83,9.58,171.0,enable,49.6,lat lon,naive,8.0,6.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0260,S1,20260870782690,77,9.8,263.0,enable,56.9,lat lon,naive,9.0,8.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0261,S1,20260870782691,65,6.05,163.2,enable,41.9,lat lon,naive,6.5,6.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0262,S1,20260870782692,125,6.61,197.5,enable,17.3,lat lon,naive,6.5,6.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0263,S1,20260870782693,93,9.44,154.7,enable,13.2,lat lon,naive,6.5,8.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0264,S1,20260870782694,57,8.13,94.7,enable,16.5,lat lon,naive,8.0,7.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0265,S1,20260870782695,117,6.61,190.5,enable,40.3,lat lon,naive,8.5,6.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0266,S1,20260870782696,123,9.94,116.0,enable,14.2,lat lon,naive,8.5,6.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0267,S1,20260870782697,131,8.89,203.4,enable,30.1,lat lon,naive,8.0,6.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0268,S1,20260870782698,72,6.05,158.6,enable,35.4,lat lon,naive,6.5,9.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0269,S1,20260870782699,37,8.7,71.0,enable,18.3,lat lon,naive,6.5,8.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0270,S1,20260870782700,153,8.91,263.4,enable,54.9,lat lon,naive,5.0,6.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0271,S1,20260870782701,73,6.84,195.3,enable,43.7,lat lon,naive,5.0,7.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0272,S1,20260870782702,53,7.58,143.0,enable,21.1,lat lon,naive,8.5,8.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0273,S1,20260870782703,36,7.43,288.6,enable,62.0,lat lon,naive,5.0,6.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0274,S1,20260870782704,56,8.51,219.5,enable,45.7,lat lon,naive,6.5,7.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0275,S1,20260870782705,100,8.4,69.4,enable,15.3,lat lon,naive,8.0,6.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0276,S1,20260870782706,79,6.11,270.1,enable,44.8,lat lon,naive,7.5,6.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0277,S1,20260870782707,9,9.85,105.9,enable,28.8,lat lon,naive,5.5,7.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0278,S1,20260870782708,7,8.93,279.2,enable,39.6,lat lon,naive,8.5,9.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0279,S1,20260870782709,132,6.44,183.0,enable,41.2,lat lon,naive,8.5,7.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0280,S1,20260870782710,134,9.95,252.1,enable,14.1,lat lon,naive,6.5,7.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0281,S1,20260870782711,69,9.43,67.6,enable,12.2,lat lon,naive,6.0,5.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0282,S1,20260870782712,148,7.67,108.7,enable,20.6,lat lon,naive,8.0,5.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0283,S1,20260870782713,128,8.7,161.4,enable,45.3,lat lon,naive,6.0,8.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0284,S1,20260870782714,125,6.48,274.4,enable,72.9,lat lon,naive,5.5,7.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0285,S1,20260870782715,52,8.82,102.2,enable,24.1,lat lon,naive,7.5,9.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0286,S1,20260870782716,3,6.56,291.0,enable,24.0,lat lon,naive,7.5,5.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0287,S1,20260870782717,119,8.43,98.5,enable,18.2,lat lon,naive,5.5,6.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0288,S1,20260870782718,107,8.94,279.0,enable,39.3,lat lon,naive,7.5,7.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0289,S1,20260870782719,137,7.72,186.3,enable,30.0,lat lon,naive,5.5,7.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0290,S1,20260870782720,31,8.9,91.1,enable,24.3,lat lon,naive,5.5,6.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0291,S1,20260870782721,86,9.38,187.7,enable,30.4,lat lon,naive,7.0,8.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0292,S1,20260870782722,38,7.7,131.5,enable,19.0,lat lon,naive,6.0,6.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0293,S1,20260870782723,40,8.39,170.5,enable,42.6,lat lon,naive,9.0,7.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0294,S1,20260870782724,132,7.95,78.2,enable,4.5,lat lon,naive,8.5,9.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0295,S1,20260870782725,18,9.98,115.0,enable,6.7,lat lon,naive,7.0,5.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0296,S1,20260870782726,70,7.3,225.5,enable,40.1,lat lon,naive,7.0,6.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0297,S1,20260870782727,113,6.76,222.8,enable,11.4,lat lon,naive,5.0,6.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0298,S1,20260870782728,24,7.24,102.8,enable,10.2,lat lon,naive,6.5,5.0,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0299,S1,20260870782729,127,7.12,134.4,enable,38.8,lat lon,naive,5.5,6.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disable,disable
M0300,S2,20260870782730,127,9.02,121.9,enable,68.6,lat lon psi v,naive,0.0,0.0,0.0,5.8,5.0,0.113,0.118,5.2,0.095,0.0,0.0,0.0,0.0,disable,zero
M0301,S2,20260870782731,36,9.17,113.3,enable,51.1,lat lon psi v,naive,0.0,0.0,0.0,5.04,4.28,0.086,0.099,5.62,0.09,0.0,0.0,0.0,0.0,disable,zero
